url,section,title,text,description,author,image_url,date,veiculo
https://www.cnnbrasil.com.br/ciencia/morre-uma-das-primeiras-mulheres-astronautas-que-foi-ao-espaco-com-82-anos/,ciência,"Morre uma das primeiras mulheres astronautas, que foi ao espaço com 82 anos","Wally Funk, uma aviadora pioneira que se ofereceu como voluntário para ser astronauta no programa ""Mulheres no Espaço"" da Nasa em 1961, faleceu aos 87 anos.
Funk faleceu em sua casa em Grapevine, Texas, na noite de quarta-feira (8), de acordo com um comunicado divulgado pela cidade nas redes sociais.
“Wally era um morador querido de Grapevine, cujas realizações extraordinárias e espírito generoso deixaram um legado duradouro”, diz a publicação. “A cidade de Grapevine reconhece com orgulho Wally Funk, cuja carreira extraordinária inspirou gerações ao romper barreiras na aviação e na exploração espacial. Funk continua a ser um símbolo global de determinação, perseverança e excelência.”
Nascida Mary Wallace Funk em 1º de fevereiro de 1939, ela dedicou sua vida a se tornar uma piloto talentosa, trilhando um caminho repleto de pioneirismo. Aos 16 anos, ingressou no Stephens College em Columbia, Missouri, juntou-se ao clube de aviação feminina e obteve sua licença de piloto um ano depois, de acordo com o Lonestar Flight Museum em Houston.
Funk não se deixou abater quando as companhias aéreas a rejeitaram depois que ela obteve sua licença de Piloto de Transporte Aéreo. Ela se tornou a primeira inspetora de voo da Administração Federal de Aviação (FAA) e a primeira investigadora do Conselho Nacional de Segurança no Transporte (NTSB).
“A determinação inabalável de Wally Funk prova que os sonhos não têm prazo de validade”, disse a vereadora de Grapevine, Duff O'Dell, amiga próxima de Funk, em um comunicado. “Sua coragem, resiliência e conquistas inovadoras continuam a inspirar jovens — especialmente meninas — a seguir carreiras em ciência, aviação e exploração espacial. Grapevine se sente honrada em ter Wally Funk como uma de suas cidadãs.”
Ela tinha vasta experiência como piloto, acumulando mais de 19.600 horas de voo e ensinando mais de 3.000 pessoas a pilotar aeronaves privadas e comerciais.
""Eu tenho licença para tudo que a FAA exige. E posso te deixar para trás"", brincou ela certa vez em um vídeo promocional da empresa de tecnologia espacial Blue Origin, em 2021.
Mas Funk aspirava a ir para o espaço.
Funk também fez parte do programa ""Mercury 13"" da Nasa em fevereiro de 1961, uma iniciativa financiada por iniciativa privada com o objetivo de iniciar o treinamento de mulheres para voar nos primeiros programas espaciais da agência. As 13 mulheres do programa realizaram todo o treinamento e os testes que os sete homens selecionados pela Nasa para o programa espacial Mercury haviam realizado.
Funk se tornou a mulher mais jovem a se formar no programa e foi informada de que ""tinha se saído melhor e concluído o trabalho mais rápido do que qualquer um dos rapazes"", disse ela no vídeo da Blue Origin.
Funk chegou a passar 10 horas e 35 minutos dentro de uma câmara de privação sensorial em um dos testes do programa Mercury 13, superando o famoso astronauta John Glenn.
Mas, apesar de seus maiores esforços e resultados impressionantes, Funk e as outras mulheres tiveram, em última análise, negada a oportunidade de se tornarem astronautas.
“Entrei em contato com a Nasa quatro vezes e disse: 'Quero ser astronauta', mas ninguém me aceitou”, disse Funk. “Eu não achava que um dia conseguiria ir para o espaço. Nada jamais me impediu. Eles diziam: 'Wally, você é uma garota, não pode fazer isso'. Eu respondia: 'Sabe de uma coisa? Não importa o que você seja, você ainda pode fazer se quiser', e eu gosto de fazer coisas que ninguém nunca fez antes.”
A Nasa só selecionou a primeira turma de astronautas mulheres em janeiro de 1978, e dessa turma, Sally Ride se tornou a primeira mulher americana no espaço em junho de 1983.
O sonho de Funk de ir ao espaço finalmente se concretizou meio século depois, quando o fundador da Blue Origin, Jeff Bezos, a selecionou como ""convidada de honra"" para acompanhá-lo e seu irmão Mark em um voo suborbital do New Shepard em julho de 2021. Funk se tornou a mulher mais velha a viajar para o espaço, aos 82 anos.
Durante o voo de 11 minutos, Funk experimentou alguns momentos de ausência de gravidade e se maravilhou com a escuridão do espaço.
“Esperei muito tempo para finalmente conseguir ir lá, e fiz muito treinamento de astronauta pelo mundo — Rússia, Estados Unidos — e sempre conseguia superar os outros no que eles faziam porque eu sempre fui mais forte e sempre fiz tudo sozinho”, disse Funk durante uma coletiva de imprensa após o voo. “Quero ir de novo, logo. Adorei cada minuto. Só queria que tivesse durado mais tempo.”
Bezos disse que eles levaram os óculos de proteção que Amelia Earhart usou para atravessar o Atlântico e ir para o espaço.
""Gosto de pensar que, se Amelia estivesse aqui, ela estaria muito, muito orgulhosa de Wally"", disse Bezos.
A Blue Origin prestou homenagem a Funk em uma publicação na quinta-feira, chamando-a de ""uma pioneira em todos os sentidos da palavra"".
“Aos 20 e poucos anos, ela foi a primeira instrutora de voo civil em uma base militar dos EUA”, segundo a publicação. “Ela se tornou a mais jovem dos Mercury 13, superando quase todos os testes que lhe foram impostos e, por fim, a única dos treze a chegar ao espaço. Na missão NS-16, sessenta anos depois, Wally fez história como a astronauta mais velha da época e continua sendo a mulher mais velha a ir ao espaço. Foi um momento que levou seis décadas para se concretizar. Sentimo-nos honrados por fazer parte de sua jornada. Sua história continuará a inspirar gerações de futuros exploradores. Voe, Wally, voe.”","Aviadora, ex-integrante do Mercury 13, voou com Jeff Bezos em 2021, tornando-se a mulher mais velha a viajar para o espaço",[],https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/07/nhq202203240011-orig.avif?w=1200&h=630&crop=1,09/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/robo-que-fez-primeira-telecirurgia-do-sus-pode-ir-alem-entenda/,ciência,Robô que fez primeira telecirurgia do SUS pode ir além; entenda,"O robô utilizado como instrumento para a realização da cirurgia robótica oncológica concedida ao paciente do SUS (Sistema Único de Saúde), em 30 de junho, que foi submetido ao procedimento de longa distância realizada em um hospital filantrópico do país, permite que pacientes tenham acesso às novas tecnologias sem a necessidade de deslocamentos para grandes centros.
O procedimento conectou, em tempo real, as unidades do Hospital do Amor na Amazônia, em Porto Velho, em Rondônia, e Barretos, no interior de São Paulo, permitindo que a equipe médica acompanhasse e comandasse a cirurgia a quase 2.700 km de distância.
A plataforma de cirurgia robótica Toumai, distribuída exclusivamente pela Hospcom no Brasil, utilizada no procedimento, também inaugura uma nova perspectiva para a assistência cirúrgica nacional.
Segundo Eder Mattos, Gerente Nacional de Educação em Cirurgia Robótica da Hospcom, mesmo que os benefícios sejam expressivos, os principais desafios da telecirurgia não estão relacionados à técnica cirúrgica, mas sim à robustez da infraestrutura tecnológica de ambos os locais que fazem a conectividade com o robô.
""A telecirurgia não substitui o cirurgião; ela amplia sua capacidade de atuação”, completou.
Tecnologia Toumai
A tecnologia Toumai, desenvolvida para uma nova geração da cirurgia robótica, visa auxiliar procedimentos minimamente invasivos de alta complexidade.
Com a união de uma visão tridimensional em alta definição, instrumentais articulados, ergonomia e redução da fadiga durante procedimentos prolongados, fazem com que as cirurgias se tornem experiências mais seguras, eficientes e humanizadas.
Infraestrutura utilizada no procedimento
Para assegurar a confiabilidade da operação realizada no paciente do SUS (Sistema Único de Saúde), em junho, para tratar um câncer de reto, os Ministérios das Comunicações e da Saúde, em parceria com o Hospital de Amor, estruturaram um protocolo específico de conectividade para telecirurgias robóticas.
Foram utilizadas duas conexões independentes de fibra óptica, rede 5G e uma VPN, garantindo estabilidade e continuidade da comunicação durante todo o procedimento.
Além disso, a operação contou com a manutenção da latência inferior a 200 milissegundos, parâmetro internacionalmente considerado essencial para garantir resposta praticamente instantânea entre o comando realizado pelo cirurgião remoto e a movimentação da plataforma robótica.
*Sob supervisão","Tecnologia que auxiliou o procedimento de longa distância, permite que pacientes tenham acesso às novas tecnologias sem a necessidade de deslocamentos para grandes centros","['Ana Clara Machado', 'Thomaz Coelho']",https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/07/WhatsApp-Image-2026-07-08-at-17.21.37.jpeg?w=1200&h=630&crop=1,09/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/futuro-do-conhecimento-amazonico-esta-ameacado-pelo-desmatamento/,ciência,Futuro do conhecimento amazônico está ameaçado pelo desmatamento,"Uma pesquisa aponta que as mudanças climáticas induzidas pelo homem podem impactar o patrimônio da floresta e reduzir em até um terço as espécies de plantas nativas utilizadas por povos indígenas da bacia amazônica.
Segundo os estudos, a redução das plantas de importância cultural, somada à extinção projetada de línguas indígenas, pode resultar na perda de cerca de um quarto do conhecimento documentado sobre os usos de espécies vegetais amazônicas até o fim do século.
Para o estudo, os cientistas reuniram mais de 90 mil registros que documentam o uso de plantas amazônicas por povos indígenas entre 1504 e 2023.
A partir da análise desses relatos bibliográficos, os pesquisadores também avaliaram a situação das línguas em que os registros foram escritos. Mais da metade dos relatos sobre plantas nativas foi registrada em 156 línguas indígenas, das quais 56% estão ameaçadas de extinção.
O estudo publicado na revista Nature e pode ser acessado neste link.
Os pesquisadores ainda modelaram os impactos das mudanças climáticas sobre a distribuição das espécies entre 2060 e 2080 em três cenários: cumprimento das metas climáticas até meados do século, adoção de ações mínimas de mitigação e sem políticas de intervenção.","Estudo aponta que até um terço das espécies nativas de uso cultural pode ser perdida, afetando a biodiversidade e os povos da região","['Fernanda Palhares', 'Thiago Félix']",https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/Reuters_Direct_Media/BrazilOnlineReportDomesticNews/tagreuters.com2025binary_LYNXMPELA50VC-BASEIMAGE-e1783554941322.jpg?w=800&h=400&crop=1,09/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/novas-pistas-sobre-vida-em-marte-surgem-no-rio-de-janeiro/,ciência,Novas pistas sobre vida em Marte surgem no Rio de Janeiro,"Pesquisadores do AstroLab (Laboratório de Astrobiologia), do IQUSP (instituto de Química da Universidade de São Paulo) analisam a possibilidade de que Marte possui condições habitáveis, através de uma bactéria encontrada em Araruama, no Rio de Janeiro.
Por ter a habilidade de sobreviver em ambientes desafiadores, a bactéria S. nepalensis é estudada a partir de experimentos que simulam as condições extremas de Marte, como as condições encontradas nas salmouras intermitentes, que são pequenos fluxos de água extremamente salgadas formadas na superfície de Marte por períodos curtos.
A Staphylococcus nepalensis ou S. nepalensis foi descoberta em 2003, no trato digestivo de cabras, no Nepal. Ela também já foi identificada em outros ambientes e hospedeiros diversos, estando nas salivas de gatos domésticos e até mesmo no Rio de Janeiro, em lagunas hipersalinas da região de Araruama, que tem uma concentração de sal maior do que a da água do mar.
A descoberta no Brasil
A presença da bactéria foi identificada em seis municípios na Região dos Lagos, no litoral fluminense (RJ) em 2019, através de amostras coletadas no complexo de lagoas da região por um grupo de pesquisadores associados ao Astrolab.
A S. nepalensis foi encontrada especificamente na laguna Brejo do Espinho, que se conecta com o mar. A laguna tem baixa profundidade média, com variação entre dois centímetros e dois metros, fator que intensifica a variação de salinidade ao longo do ano.
No Brejo do Espinho, a concentração de sal aumenta radicalmente durante o período de secas e cai drasticamente nos períodos de chuva, padrão que nem todo microrganismo consegue resistir.
Justamente por essa habilidade da bactéria, os pesquisadores identificaram nela um potencial modelo para testar como a vida microbiana se adapta para sobrevivência em lugares hostis, como a superfície do planeta vermelho.
Adaptação em Marte
Os pesquisadores da AstroLab analisam como a bactéria poderia se adaptar às condições dos ciclos das salmouras intermitentes do verão do planeta vermelho, que congelam durante a noite e voltam ao estado líquido durante o dia.
O grupo de pesquisa também analisa a genética da S. nepalensis, para compreensão de quais são os mecanismos moleculares que resultam nessa capacidade de adaptação. Os resultados devem aprofundar o conhecimento sobre as condições habitáveis em Marte e os possíveis mecanismos da adaptação da vida microbiana que podem existir em outros planetas e luas.
*Sob supervisão de Thiago Félix","Estudo da bactéria S. nepalensis, que sobrevive a ambientes hipersalinos, ajuda a compreender a capacidade de vida microbiana em outros planetas",['Lauryn Amaral'],https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/04/7505-mars-curiosity-rover-gale-crater-beauty-shot-pia19839-full2.avif?w=1200&h=630&crop=1,09/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/cientistas-criam-traje-de-mergulho-para-baratas-ciborgues/,ciência,Cientistas criam traje de mergulho para baratas ciborgues,"Cientistas da Universidade Tecnológica de Nanyang (NTU), em Singapura, e da Universidade Waseda, no Japão, desenvolveram um “traje de mergulho” flexível para baratas ciborgues. A tecnologia permite que os insetos sobrevivam e se locomovam debaixo d’água e em ambientes com baixa concentração de oxigênio por até três horas.
Os insetos ciborgues são organismos vivos equipados com controladores eletrônicos capazes de orientar seus movimentos. Esse tipo de tecnologia consome menos energia do que robôs convencionais, que dependem de baterias de alta potência para funcionar.
Segundo a NTU, a inovação pode ampliar o uso desses insetos em missões de busca e resgate, especialmente em áreas atingidas por desastres, onde escombros alagados ou poças de água dificultam o acesso de robôs tradicionais.
Apesar da adaptação tecnológica, os insetos continuam dependentes do próprio sistema respiratório. As baratas respiram por meio de pequenas aberturas chamadas espiráculos, que conduzem o ar ao sistema traqueal responsável pelas trocas gasosas. Quando ficam submersas, porém, elas não conseguem absorver oxigênio da água.
Para avaliar o desempenho do equipamento, os pesquisadores construíram tubos que simulavam ambientes com baixa disponibilidade de oxigênio, reproduzindo condições semelhantes às encontradas em cenários de desastre.
A pesquisa recebeu apoio do Ministério da Educação de Singapura e do programa Top Global University, da Universidade Waseda. Os pesquisadores também destacaram que nenhum dos insetos foi ferido durante os experimentos e que todos foram tratados de acordo com as diretrizes éticas da pesquisa.
Como funciona o traje de mergulho
O traje é composto por três elementos principais: um tanque gerador de oxigênio, uma carcaça flexível e quatro tubos de silicone responsáveis por levar o oxigênio até o inseto. Juntos, esses componentes formam um sistema compacto que impede a entrada de água e garante o fornecimento de oxigênio.",Tecnologia permite que insetos sobrevivam e se locomovam debaixo d'água por até três horas,['Fernanda Palhares'],https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/07/3d-printed-suit-for-cyborg-insects-extends-operations-underwaterfac3c966-49a5-4cf9-b57e-b9f9b13666d1-e1783479657273.jpg?w=1000&h=500&crop=1,08/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/maior-tubarao-da-historia-podia-medir-o-equivalente-a-dois-onibus-entenda/,ciência,Maior tubarão da história podia medir o equivalente a dois ônibus; entenda,"Um conjunto de vértebras fossilizadas do megalodonte (Otodus megalodon), até então considerado perdido desde a década de 1980, foi redescoberto por pesquisadores neste ano, na Dinamarca. Os fósseis sugerem que ele foi o maior tubarão que já habitou os oceanos e podia ter tamanho equivalente a dois ônibus.
Os resultados foram publicados na revista científica Palaeontologia Electronica por uma equipe internacional liderada por pesquisadores da DePaul University.
O fóssil, datado de cerca de 10,8 milhões de anos, foi encontrado originalmente no fim da década de 1970 na Formação Gram, na Dinamarca, mas desapareceu após uma mudança de acervo em 1989. Até então, os cientistas contavam apenas com fotografias publicadas na literatura científica para estudá-lo.
Segundo os especialistas, a redescoberta confirmou que uma das vértebras possui 23 centímetros de diâmetro, consolidando o espécime como a maior vértebra de tubarão já registrada e, possivelmente, a maior vértebra conhecida entre todos os peixes.
Veja estimativa:
""O espécime não representa apenas a maior vértebra de tubarão conhecida até hoje, mas também a maior vértebra de peixe já registrada, de que temos conhecimento"", afirmou o paleobiólogo Kenshu Shimada, autor principal do estudo.
Estimativa de até 24,3 metros
Como não existe um esqueleto completo de megalodonte preservado, cientistas dependem principalmente de dentes e de poucas vértebras fossilizadas para estimar o tamanho do animal.
As vértebras redescobertas já haviam servido de base para estudos anteriores que estimavam que o tubarão poderia atingir até 24,3 metros de comprimento — o equivalente a cerca de dois ônibus urbanos enfileirados.
A nova análise reforça essa estimativa, embora os pesquisadores ressaltem que o modelo de crescimento ainda é provisório e que um esqueleto mais completo será necessário para confirmar qual era o tamanho máximo da espécie.
O estudo também indica que o indivíduo analisado tinha pelo menos 64 anos quando morreu e poderia, teoricamente, alcançar uma longevidade de até 96 anos.
Os pesquisadores afirmam que determinar o tamanho corporal de grandes predadores extintos é fundamental para compreender sua ecologia, seu papel nos ecossistemas marinhos e sua evolução.
A pesquisa reforça que as estimativas de tamanho e idade são baseadas em restos incompletos de O. megalodon e ""em várias suposições importantes"" e, por isso, devem ser consideradas provisórias.
*Sob supervisão de Carolina Figueiredo","Vértebras fossilizadas do megalodonte foram redescobertas após mais de quatro décadas e indicam que o tubarão poderia atingir até 24,3 metros de comprimento",['Bruna Lopes'],https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2024/01/Megalodonte-tubarao.jpg?w=1200&h=630&crop=1,08/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/armas-nucleares-no-espaco-poderao-ser-detectadas-por-satelites/,ciência,Armas nucleares no espaço poderão ser detectadas por satélites,"Uma nova tecnologia revelou que a presença de armas nucleares no espaço pode ser detectada por satélites de pequeno porte. A descoberta pode permitir a verificação do cumprimento do Tratado do Espaço Exterior, que proíbe o armazenamento de bombas atômicas e de outras armas de destruição em massa em qualquer lugar na órbita da Terra.
O acordo foi negociado durante a Guerra Fria, quando apenas a União Soviética e os Estados Unidos possuíam capacidade para explorar o espaço. Até então, porém, não existiam métodos capazes de fiscalizar o cumprimento dessa proibição.
Segundo o pesquisador Areg Danagoulian, autor do método apresentado no estudo, as simulações indicam que satélites que transportam armas nucleares emitiriam um sinal característico de nêutrons. Isso ocorreria devido à interação entre os componentes de urânio da arma e os prótons aprisionados no campo magnético da Terra.
Os cálculos apresentados na pesquisa sugerem que um pequeno satélite equipado com componentes disponíveis comercialmente seria capaz de detectar esses sinais.
Ainda de acordo com Danagoulian, em um cenário hipotético envolvendo um satélite com uma arma nuclear em órbita terrestre baixa, o pequeno satélite poderia identificar uma arma termonuclear a uma distância de até 4 quilômetros após cerca de uma semana de observações.
Para confirmar os resultados, no entanto, ainda será necessário testar a viabilidade da abordagem na prática. O estudo foi publicado pela revista Nature e pode ser acessado neste link.
O Tratado do Espaço Sideral de 1967
O espaço sideral não é um vácuo sem lei. As atividades no espaço são regidas pelo Tratado do Espaço Sideral, de 1967, que é atualmente ratificado por 111 nações. O acordo foi negociado à sombra da Guerra Fria, quando apenas duas nações — União Soviética e Estados Unidos — tinham os meios de explorar o espaço.
Embora o Tratado do Espaço Sideral ofereça princípios amplos para guiar as atividades das nações, ele não oferece regras mais detalhadas. Essencialmente, o acordo assegura liberdade de exploração e de uso do espaço a toda a humanidade. Há apenas duas ressalvas a isso, o que fez surgirem múltiplas lacunas.
A primeira ressalva estabelece que a Lua e outros corpos celestiais devem ser utilizados exclusivamente para propósitos pacíficos. O restante do espaço é omitido dessa proibição geral. A única orientação a respeito disso é encontrada na introdução do tratado, que reconhece um “interesse comum” no “progresso da exploração e uso do espaço para propósitos pacíficos”.
A segunda ressalva diz que aqueles que estiverem conduzindo atividades no espaço devem fazê-lo com “devida consideração aos interesses correspondentes de todos os outros Estados membros do Tratado”.
Um grande problema surge do fato de que o acordo não oferece definições claras nem para “propósitos pacíficos”, nem para “devida consideração”.
Embora o tratado proíba especificamente armazenar armas nucleares ou armas de destruição em massa em qualquer lugar do espaço, ele não proíbe o uso de armas convencionais no espaço ou o uso de armas baseadas na Terra contra recursos espaciais. Não é claro se algumas armas (como o míssil hipersônico com capacidade nuclear da China) devem ser enquadradas na proibição do tratado.
As vagas limitações militares embutidas no tratado deixam espaço para interpretação suficiente para resultar em conflito.","Tratado do Espaço Sideral proíbe armas de destruição e bombas atômicas na órbita da Terra, mas até o momento não há método de fiscalização","['Fernanda Palhares', 'Thiago Félix']",https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2023/07/GettyImages-96818501.jpg?w=1200&h=630&crop=1,08/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/inedito-evento-de-expansao-do-fundo-oceanico-intriga-cientistas/,ciência,Inédito evento de expansão do fundo oceânico intriga cientistas,"Uma pesquisa revelou pela primeira vez, observações diretas de um evento de expansão do fundo oceânico em uma dorsal meso-oceânica, no Oceano Índico. As descobertas ajudam a explicar como ocorre a formação de nova crosta oceânica.
As dorsais meso-oceânicas são cadeias submarinas localizadas nos limites entre placas tectônicas, onde o magma sobe à superfície, esfria e forma nova crosta.
Embora cerca de dois terços da superfície terrestre tenham sido criados nesses ambientes, os cientistas ainda sabem pouco sobre o comportamento dessas estruturas durante eventos específicos de expansão.
Para acompanhar esse processo, os pesquisadores instalaram um observatório autônomo para mapear o fundo do mar. A equipe, liderada pelo cientista Jean-Yves Royer, monitorou um trecho da Dorsal Meso-Oceânica do Sudeste do Oceano Índico, que marca o limite entre as placas Australiana e Antártica.
As medições revelaram que o fundo do mar se deslocou 4,2 metros ao longo de seis dias, após uma sequência de terremotos registrada em 26 de abril de 2024. O estudo foi publicado pela revista Nature e pode ser acessado neste link.
Segundo os pesquisadores, a deformação foi causada pelo esvaziamento de um reservatório de magma com cerca de 2,5 quilômetros de largura. A equipe estima que o fenômeno liberou mais de 160 milhões de metros cúbicos de lava no fundo do mar.","Fenômeno causou o deslocamento de 4,2 metros do fundo oceânico em uma dorsal do oceano índico","['Fernanda Palhares', 'Thiago Félix']",https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/05/dorsal-mesoatlantica.jpg?w=993&h=500&crop=1,08/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/cientistas-desenvolvem-primeira-celula-sintetica-com-ciclo-de-vida-completo/,ciência,Cientistas desenvolvem primeira célula sintética com ciclo de vida completo,"Pesquisadores da Universidade de Minnesota desenvolveram a primeira célula sintética do mundo com um ciclo de vida completo, construída inteiramente a partir de componentes químicos não vivos.
A nova célula sintética foi descrita no estudo elaborado pelos professores associados Kate Adamala e Aaron Engelhart, juntamente com suas equipes na Faculdade de Ciências Biológicas da universidade.
O projeto SpudCell, segundo a instituição, marca um grande avanço na engenharia biológica e, com o tempo, poderá fornecer soluções para alguns dos problemas mais desafiadores na medicina e na engenharia.
""Este é provavelmente o projeto mais emocionante em que já trabalhei. Replicamos na química o que antes só era possível na biologia: o conjunto completo de comportamentos de uma célula. Isso prova que as funções mais fundamentais da vida, como o crescimento e a replicação, não precisam de uma faísca mágica misteriosa.""
Professora Kate Adamala
Conheça a SpudCell
A SpudCell replica os processos biológicos realizados por um organismo vivo:
Replicação do ciclo de vida de uma célula biológica: realiza seleção, replicação genômica, crescimento, aquisição de recursos por meio de alimentação e divisão geneticamente codificada.
Divisão celular sem citoesqueleto: Enquanto células naturais se dividem usando o citoesqueleto, a SpudCell foge da necessidade de ter essa estrutura, usando proteínas que se aglomeram na superfície da membrana até que o estresse mecânico faça a membrana se dividir.
Seleção e competição: pesquisadores alteraram o DNA de algumas células artificiais para fazê-las produzir mais proteínas de fusão, resultando em células que crescem mais rápido e se reproduzem mais. Essa versão mais superou a original na rapidez e também em casos de escassez de nutrientes, demonstrando a seleção e a competição operando em um sistema sintético.
O DNA da SpudCell
O genoma humano tem aproximadamente 3 milhões de quilobases de tamanho, e biólogos especulavam que o genoma de uma célula viva poderiate rum tamanho mínimo de 113 kbp. O genoma da SpudCell, porém, tem apenas 90 kbp.
Em vez de um único cromossomo, o genoma da célula é dividido em sete plasmídeos de DNA separados, permitindo que os pesquisadores ""programem"" funções da célula de forma independente.
Mantendo o desenvolvimento contínuo, a SpudCell e suas sucessoras serão capazes de realizar funções cada vez mais complexas.
O futuro da pesquisa
A professora Adamala e parceiros externos à Universidade estão lançando a Biotic, instituição de pesquisa e engenharia de benefício público para construir uma infraestrutura técnica necessária para a engenharia de células sintéticas, para possibilitar a participação de pesquisadores de todo o mundo.
De acordo com a universidade, muitos dos produtos usados diarimente como medicamentos, materiais e produtos químicos industriais, exigem transformações moleculares que, atualmente, são realizadas ao cooptar células naturais ou ao utilizar uma química industrial com alto custo de energia.
Agora, as células sintéticas poderiam realizar transformações moleculares que a química industrial não consegue, como transformar a medicina molecular, construir moléculas terapêuticas precisas, incluindo medicamentos que incorporem aminoácidos nunca utilizados. Além disso, poderão existir materiais que são cultivados em vez de sintetizados, e abordagens de fabricação que operam em temperaturas biológicas, não industriais.
""Estamos mostrando que é possível projetar as funções básicas da célula. Para concretizar totalmente a promessa desta tecnologia — para torná-la robusta e prática —, precisamos de um esforço internacional conjunto. O papel da Biotic é focar os esforços de engenharia e torná-los compatíveis com uma plataforma compartilhada. A SpudCell é essa plataforma e, com a Biotic estabelecendo os protocolos de colaboração, estamos ansiosos para começar a aplicar essa tecnologia a desafios sérios.""
Professora Kate Adamala
Para transformar a construção de SpudCells individuais em uma escala de produção, os sete plasmídeos de DNA da célula precisam ser consolidados em um único genoma mais estável e maquinários moleculares adicionais precisam ser construídos.
*Sob supervisão de Carolina Figueiredo",O projeto SpudCell marca um avanço na engenharia biológica e pode oferecer soluções para medicina e engenharia,['Larissa Soave'],https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/07/CELULA-SINTETICA-VIDA.png?w=1200&h=630&crop=1,08/07/2026,CNN Brasil
https://www.cnnbrasil.com.br/ciencia/sonda-japonesa-registra-imagens-ineditas-de-asteroide-proximo-a-terra/,ciência,Sonda japonesa registra imagens inéditas de asteroide próximo à Terra,"A Agência de Exploração Aeroespacial do Japão (Jaxa) anunciou, nesta segunda-feira (6), que a sonda Hayabusa2 realizou com sucesso um sobrevoo do asteroide Torifune. Durante a missão, foram registradas imagens inéditas do objeto, localizado próximo à Terra.
Segundo a agência, a passagem ocorreu no último domingo (5), às 18h30 no horário do Japão (6h30 em Brasília), e foi a primeira exploração de um asteroide da Missão Estendida Hayabusa2. O principal objetivo da missão foi obter mais informações sobre o asteroide, incluindo seu tamanho e formato exatos.
As imagens inéditas, captadas pela câmera de navegação óptica telescópica (ONC-T), revelam detalhes da superfície rochosa de Torifune e auxiliaram a navegação da espaçonave durante a aproximação. Veja:
Cerca de uma hora antes do ponto de maior aproximação, a Hayabusa2 também acionou outros instrumentos científicos, como o espectrômetro de infravermelho próximo (NIRS3), a câmera de imagem térmica (TIR) e o sistema de medição a laser (LIDAR).
Veja:
Durante o sobrevoo, os cientistas também coletaram dados sobre Torifune, que posteriormente serão divulgados, conforme comunicado. ""Atualmente, apenas parte dos dados adquiridos pelos instrumentos científicos foi transmitida para a Terra. Os dados restantes serão transmitidos para o solo durante operações futuras"", informou a Jaxa.
Hayabusa2
Lançada em dezembro de 2014, a Hayabusa2 ficou conhecida por explorar o asteroide Ryugu e trazer amostras para a Terra, entregues em dezembro de 2020. A sonda voou cerca de 300 milhões de quilômetros para interceptar a rocha.
A sonda pousou em junho de 2018 no asteroide Ryugu e levou mais de um anos para recolher amostras. A Hayabusa2 foi a primeira missão a devolver uma amostra de subsuperfície de um asteroide à Terra. Ela foi coletada em fevereiro de 2019 e, em seguida, uma “bala” de cobre foi disparada no asteroide para criar uma cratera de impacto de 10 metros de largura.
Em análises anteriores, os pesquisadores detectaram aminoácidos e outras moléculas nas amostras de Ryugu, enquanto uracil e niacina também foram encontrados em meteoritos que caíram na Terra.
Veja também: Composto de RNA e vitamina B3 são encontrados em amostras de asteroide próximo à Terra
O levantamento realizado à época apontou que é possível que Ryugu já tenha feito parte de um corpo celeste maior, como um cometa, antes de ser quebrado em pedaços por colisões com outros objetos espaciais.
Próximas missões
Segundo a Jaxa, a espaçonave iniciou uma missão estendida no espaço profundo para visitar novos corpos celestes. Os próximos alvos da Hayabusa2, segundo a Jaxa,são os asteroides 2001 CC21, cuja exploração está prevista para este ano, e 1998 KY26, programado para 2031.
A agência espacial japonesa também planeja realizar análises científicas conjuntas entre as amostras coletadas pela Hayabusa2 e pela missão OSIRIS-REx, da NASA.
*Sob supervisão de Carolina Figueiredo","A missão Hayabusa2, conhecida por trazer amostras do asteroide Ryugu, continua sua missão estendida explorando objetos celestes próximos à terra",['Bruna Lopes'],https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/07/20260706-3-01-e1783513853399.png?w=1200&h=630&crop=1,08/07/2026,CNN Brasil
